,date,team,against,home,goalie,dec,SA,SV,TOI,,,,
581,10/27/17,STL,CAR,@,Carter Hutton,W,27,26,60:00:00,,,,
1974,10/28/17,STL,CBJ,h,Jake Allen,W,37,36,60:00:00,,,,
1976,10/30/17,STL,LAK,h,Jake Allen,W,28,26,60:00:00,,,,
1978,11/2/17,STL,PHI,h,Jake Allen,L,22,21,58:18:00,,,,
1980,11/4/17,STL,TOR,h,Jake Allen,W,31,27,59:41:00,,,,
1407,11/7/17,STL,NJD,@,Jake Allen,W,22,21,60:00:00,,,,
1982,11/9/17,STL,ARI,h,Carter Hutton,W,29,27,65:00:00,,,,
1984,11/11/17,STL,NYI,h,Carter Hutton,,11,10,36:25:00,,,,
513,11/13/17,STL,CGY,@,Jake Allen,L,36,30,59:43:00,,,,
923,11/16/17,STL,EDM,@,Jake Allen,W,30,29,60:00:00,,,,
2153,11/18/17,STL,VAN,@,Jake Allen,W,23,20,62:41:00,,,,
1986,11/21/17,STL,EDM,h,Jake Allen,W,29,26,60:00:00,,,,
1988,11/24/17,STL,NSH,h,Carter Hutton,L,27,26,58:12:00,,,,
1990,11/25/17,STL,MIN,h,Jake Allen,W,25,22,59:41:00,,,,
1992,11/29/17,STL,ANA,h,Jake Allen,L,30,27,57:48:00,,,,
1994,12/1/17,STL,LAK,h,Carter Hutton,L,21,18,40:00:00,,,,
1173,12/2/17,STL,MIN,@,Jake Allen,O,25,23,60:39:00,,,,
1261,12/5/17,STL,MTL,@,Jake Allen,W,25,22,56:33:00,,,,
1996,12/7/17,STL,DAL,h,Jake Allen,W,29,29,59:24:00,,,,
849,12/9/17,STL,DET,@,Jake Allen,W,29,28,59:59:00,,,,
1998,12/10/17,STL,BUF,h,Jake Allen,W,24,22,64:24:00,,,,
2000,12/12/17,STL,TBL,h,Jake Allen,L,24,22,58:11:00,,,,
2002,12/14/17,STL,ANA,h,Jake Allen,L,18,15,58:12:00,,,,
2004,12/16/17,STL,WPG,h,Carter Hutton,W,48,48,60:00:00,,,,
2409,12/17/17,STL,WPG,@,Jake Allen,L,46,42,60:00:00,,,,
529,12/20/17,STL,CGY,@,Carter Hutton,L,33,31,59:13:00,,,,
935,12/21/17,STL,EDM,@,Jake Allen,L,35,32,60:00:00,,,,
2169,12/23/17,STL,VAN,@,Jake Allen,W,31,30,60:00:00,,,,
2006,12/27/17,STL,NSH,h,Jake Allen,L,26,24,58:07:00,,,,
773,12/29/17,STL,DAL,@,Jake Allen,L,28,25,48:21:00,,,,
2008,12/30/17,STL,CAR,h,Carter Hutton,W,25,23,60:00:00,,,,
2010,1/2/18,STL,NJD,h,Carter Hutton,W,26,24,65:00:00,,,,
2012,1/4/18,STL,VEG,h,Carter Hutton,W,33,32,60:00:00,,,,
1765,1/6/18,STL,PHI,@,Jake Allen,L,38,33,56:51:00,,,,
2339,1/7/18,STL,WSH,@,Carter Hutton,O,33,29,64:17:00,,,,
2014,1/9/18,STL,FLA,h,Jake Allen,L,23,18,36:37:00,,,,
1685,1/18/18,STL,OTT,@,Carter Hutton,W,21,20,59:59:00,,,,
2016,1/20/18,STL,ARI,h,Jake Allen,,32,30,52:39:00,,,,
2018,1/23/18,STL,OTT,h,Carter Hutton,W,25,25,60:00:00,,,,
2020,1/25/18,STL,COL,h,Carter Hutton,W,37,36,60:00:00,,,,
2022,1/30/18,STL,MTL,h,Carter Hutton,W,34,33,60:00:00,,,,
381,2/1/18,STL,BOS,@,Jake Allen,L,45,43,57:56:00,,,,
457,2/3/18,STL,BUF,@,Carter Hutton,W,27,27,60:00:00,,,,
2024,2/6/18,STL,MIN,h,Jake Allen,,12,9,40:00:00,,,,
2026,2/8/18,STL,COL,h,Carter Hutton,W,24,23,60:00:00,,,,
2429,2/9/18,STL,WPG,@,Jake Allen,W,22,20,59:56:00,,,,
2028,2/11/18,STL,PIT,h,Jake Allen,L,22,19,59:37:00,,,,
1365,2/13/18,STL,NSH,@,Carter Hutton,O,33,29,61:19:00,,,,
799,2/16/18,STL,DAL,@,Jake Allen,L,16,14,58:24:00,,,,
2030,2/20/18,STL,SJS,h,Carter Hutton,L,23,20,57:37:00,,,,
2032,2/23/18,STL,WPG,h,Jake Allen,L,23,19,59:52:00,,,,
1375,2/25/18,STL,NSH,@,Jake Allen,L,39,35,59:55:00,,,,
1213,2/27/18,STL,MIN,@,Carter Hutton,L,25,20,40:00:00,,,,
2034,2/28/18,STL,DET,h,Carter Hutton,W,36,35,59:30:00,,,,
807,3/3/18,STL,DAL,@,Carter Hutton,O,34,31,62:55:00,,,,
1951,3/8/18,STL,SJS,@,Jake Allen,L,35,34,58:43:00,,,,
1131,3/10/18,STL,LAK,@,Jake Allen,W,40,38,60:00:00,,,,
149,3/12/18,STL,ANA,@,Jake Allen,W,22,20,60:00:00,,,,
2036,3/15/18,STL,COL,h,Jake Allen,L,22,19,57:34:00,,,,
2038,3/17/18,STL,NYR,h,Jake Allen,W,20,17,60:47:00,,,,
727,3/18/18,STL,CHI,@,Jake Allen,W,30,26,62:50:00,,,,
2040,3/21/18,STL,BOS,h,Jake Allen,W,22,21,60:30:00,,,,
2042,3/23/18,STL,VAN,h,Jake Allen,W,20,19,59:43:00,,,,
323,3/24/18,STL,CBJ,@,Jake Allen,W,34,33,60:00:00,,,,
2044,3/27/18,STL,SJS,h,Jake Allen,W,24,22,62:33:00,,,,
2293,3/30/18,STL,VEG,@,Jake Allen,O,26,22,60:22:00,,,,
79,3/31/18,STL,ARI,@,Carter Hutton,,19,15,36:09:00,,,,
2046,4/2/18,STL,WSH,h,Jake Allen,L,33,30,58:29:00,,,,
2048,4/4/18,STL,CHI,h,Jake Allen,L,26,22,59:51:00,,,,
737,4/6/18,STL,CHI,@,Carter Hutton,W,20,19,60:00:00,,,,
245,4/7/18,STL,COL,@,Jake Allen,L,37,34,55:41:00,,,,
2050,10/6/17,TBL,FLA,h,Andrei Vasilevskiy,W,36,33,60:00:00,,,,
985,10/7/17,TBL,FLA,@,Andrei Vasilevskiy,L,48,43,57:40:00,,,,
2052,10/9/17,TBL,WSH,h,Andrei Vasilevskiy,W,26,23,62:45:00,,,,
2054,10/12/17,TBL,PIT,h,Andrei Vasilevskiy,W,40,36,60:00:00,,,,
2056,10/14/17,TBL,STL,h,Andrei Vasilevskiy,W,29,28,59:58:00,,,,
823,10/16/17,TBL,DET,@,Andrei Vasilevskiy,W,31,29,59:30:00,,,,
1399,10/17/17,TBL,NJD,@,Peter Budaj,O,34,30,65:00:00,,,,
251,10/19/17,TBL,CBJ,@,Andrei Vasilevskiy,W,43,43,60:00:00,,,,
2058,10/21/17,TBL,PIT,h,Andrei Vasilevskiy,W,29,28,60:00:00,,,,
579,10/24/17,TBL,CAR,@,Andrei Vasilevskiy,W,32,31,60:00:00,,,,
2060,10/26/17,TBL,DET,h,Andrei Vasilevskiy,W,31,29,59:27:00,,,,
2062,10/28/17,TBL,ANA,h,Peter Budaj,L,21,17,54:58:00,,,,
995,10/30/17,TBL,FLA,@,Andrei Vasilevskiy,W,23,18,60:00:00,,,,
2064,11/2/17,TBL,NYR,h,Andrei Vasilevskiy,O,35,33,61:03:00,,,,
2066,11/4/17,TBL,CBJ,h,Andrei Vasilevskiy,W,34,30,65:00:00,,,,
1903,11/8/17,TBL,SJS,@,Andrei Vasilevskiy,W,33,32,59:59:00,,,,
1081,11/9/17,TBL,LAK,@,Peter Budaj,W,24,22,60:00:00,,,,
103,11/12/17,TBL,ANA,@,Andrei Vasilevskiy,W,29,28,60:00:00,,,,
2068,11/16/17,TBL,DAL,h,Andrei Vasilevskiy,W,28,27,60:00:00,,,,
2070,11/18/17,TBL,NYI,h,Andrei Vasilevskiy,L,31,27,59:02:00,,,,
2072,11/22/17,TBL,CHI,h,Andrei Vasilevskiy,W,31,29,63:25:00,,,,
2319,11/24/17,TBL,WSH,@,Andrei Vasilevskiy,L,37,35,57:34:00,,,,
1823,11/25/17,TBL,PIT,@,Peter Budaj,L,34,29,60:00:00,,,,
433,11/28/17,TBL,BUF,@,Andrei Vasilevskiy,W,34,34,59:50:00,,,,
353,11/29/17,TBL,BOS,@,Andrei Vasilevskiy,L,36,33,58:37:00,,,,
2074,12/2/17,TBL,SJS,h,Andrei Vasilevskiy,W,27,25,60:00:00,,,,
2076,12/5/17,TBL,NYI,h,Andrei Vasilevskiy,W,31,29,59:37:00,,,,
2078,12/7/17,TBL,COL,h,Peter Budaj,W,30,28,60:00:00,,,,
2080,12/9/17,TBL,WPG,h,Andrei Vasilevskiy,W,20,17,60:36:00,,,,
2001,12/12/17,TBL,STL,@,Andrei Vasilevskiy,W,32,32,60:00:00,,,,
25,12/14/17,TBL,ARI,@,Andrei Vasilevskiy,W,33,32,60:00:00,,,,
195,12/16/17,TBL,COL,@,Peter Budaj,W,37,32,60:00:00,,,,
2247,12/19/17,TBL,VEG,@,Andrei Vasilevskiy,L,36,32,60:00:00,,,,
2082,12/21/17,TBL,OTT,h,Andrei Vasilevskiy,W,21,18,64:36:00,,,,
2084,12/23/17,TBL,MIN,h,Andrei Vasilevskiy,W,22,22,58:37:00,,,,
2086,12/28/17,TBL,MTL,h,Andrei Vasilevskiy,W,32,31,60:00:00,,,,
2088,12/29/17,TBL,PHI,h,Peter Budaj,L,33,29,50:26:00,,,,
287,12/31/17,TBL,CBJ,@,Andrei Vasilevskiy,W,21,21,60:00:00,,,,
1271,1/4/18,TBL,MTL,@,Andrei Vasilevskiy,O,38,37,65:00:00,,,,
1681,1/6/18,TBL,OTT,@,Andrei Vasilevskiy,L,33,27,57:49:00,,,,
865,1/7/18,TBL,DET,@,Louis Domingue,W,36,34,60:00:00,,,,
2090,1/9/18,TBL,CAR,h,Andrei Vasilevskiy,W,32,28,60:00:00,,,,
2092,1/11/18,TBL,CGY,h,Andrei Vasilevskiy,L,24,19,59:54:00,,,,
2094,1/18/18,TBL,VEG,h,Andrei Vasilevskiy,L,30,26,60:00:00,,,,
1195,1/20/18,TBL,MIN,@,Andrei Vasilevskiy,L,34,30,59:23:00,,,,
703,1/22/18,TBL,CHI,@,Andrei Vasilevskiy,W,40,40,60:00:00,,,,
1357,1/23/18,TBL,NSH,@,Louis Domingue,W,33,30,61:45:00,,,,
1773,1/25/18,TBL,PHI,@,Andrei Vasilevskiy,W,37,36,60:00:00,,,,
2421,1/30/18,TBL,WPG,@,Louis Domingue,L,37,34,58:01:00,,,,
547,2/1/18,TBL,CGY,@,Andrei Vasilevskiy,W,46,42,60:00:00,,,,
2185,2/3/18,TBL,VAN,@,Andrei Vasilevskiy,W,33,31,60:00:00,,,,
955,2/5/18,TBL,EDM,@,Andrei Vasilevskiy,L,26,22,40:00:00,,,,
2096,2/8/18,TBL,VAN,h,Andrei Vasilevskiy,W,29,27,59:57:00,,,,
2098,2/10/18,TBL,LAK,h,Andrei Vasilevskiy,W,47,44,60:00:00,,,,
465,2/13/18,TBL,BUF,@,Louis Domingue,L,32,28,58:31:00,,,,
2100,2/15/18,TBL,DET,h,Andrei Vasilevskiy,W,39,38,59:53:00,,,,
2102,2/17/18,TBL,NJD,h,Andrei Vasilevskiy,L,28,24,57:51:00,,,,
2357,2/20/18,TBL,WSH,@,Andrei Vasilevskiy,W,37,35,60:00:00,,,,
1701,2/22/18,TBL,OTT,@,Louis Domingue,W,36,33,60:00:00,,,,
1293,2/24/18,TBL,MTL,@,Andrei Vasilevskiy,W,32,29,64:36:00,,,,
2104,2/26/18,TBL,TOR,h,Andrei Vasilevskiy,W,30,27,64:59:00,,,,
2106,2/28/18,TBL,BUF,h,Andrei Vasilevskiy,O,34,32,61:26:00,,,,
805,3/1/18,TBL,DAL,@,Louis Domingue,W,35,31,64:19:00,,,,
2108,3/3/18,TBL,PHI,h,Andrei Vasilevskiy,W,43,37,65:00:00,,,,
2110,3/6/18,TBL,FLA,h,Andrei Vasilevskiy,W,49,45,62:49:00,,,,
2112,3/8/18,TBL,NYR,h,Andrei Vasilevskiy,W,30,27,60:00:00,,,,
2114,3/10/18,TBL,MTL,h,Louis Domingue,W,29,27,64:12:00,,,,
2116,3/13/18,TBL,OTT,h,Andrei Vasilevskiy,L,29,23,40:00:00,,,,
2118,3/17/18,TBL,BOS,h,Andrei Vasilevskiy,L,27,24,57:57:00,,,,
2120,3/18/18,TBL,EDM,h,Louis Domingue,W,30,29,60:00:00,,,,
2122,3/20/18,TBL,TOR,h,Andrei Vasilevskiy,W,30,27,60:00:00,,,,
1547,3/22/18,TBL,NYI,@,Andrei Vasilevskiy,W,41,35,59:48:00,,,,
1465,3/24/18,TBL,NJD,@,Andrei Vasilevskiy,L,31,29,58:12:00,,,,
2124,3/26/18,TBL,ARI,h,Louis Domingue,L,34,31,58:24:00,,,,
403,3/29/18,TBL,BOS,@,Andrei Vasilevskiy,L,29,26,58:33:00,,,,
1639,3/30/18,TBL,NYR,@,Louis Domingue,W,31,28,60:00:00,,,,
2126,4/1/18,TBL,NSH,h,Andrei Vasilevskiy,L,25,21,59:18:00,,,,
2128,4/3/18,TBL,BOS,h,Andrei Vasilevskiy,W,33,33,59:41:00,,,,
2130,4/6/18,TBL,BUF,h,Andrei Vasilevskiy,W,32,27,59:27:00,,,,
655,4/7/18,TBL,CAR,@,Louis Domingue,O,42,39,60:49:00,,,,
2379,10/4/17,TOR,WPG,@,Frederik Andersen,W,37,35,60:00:00,,,,
1233,10/14/17,TOR,MTL,@,Frederik Andersen,W,34,31,60:45:00,,,,
2301,10/17/17,TOR,WSH,@,Frederik Andersen,W,30,30,60:00:00,,,,
1649,10/21/17,TOR,OTT,@,Frederik Andersen,L,34,29,59:00:00,,,,
1897,10/30/17,TOR,SJS,@,Frederik Andersen,L,38,36,59:40:00,,,,
95,11/1/17,TOR,ANA,@,Frederik Andersen,W,29,28,60:00:00,,,,
1077,11/2/17,TOR,LAK,@,Curtis McElhinney,L,28,23,57:02:00,,,,
1981,11/4/17,TOR,STL,@,Frederik Andersen,L,32,26,57:16:00,,,,
347,11/11/17,TOR,BOS,@,Curtis McElhinney,W,39,38,59:45:00,,,,
1251,11/18/17,TOR,MTL,@,Frederik Andersen,W,33,33,60:00:00,,,,
1003,11/22/17,TOR,FLA,@,Frederik Andersen,O,43,42,65:00:00,,,,
595,11/24/17,TOR,CAR,@,Frederik Andersen,W,47,43,60:00:00,,,,
515,11/28/17,TOR,CGY,@,Frederik Andersen,W,20,19,60:00:00,,,,
927,11/30/17,TOR,EDM,@,Frederik Andersen,W,45,41,60:00:00,,,,
2155,12/2/17,TOR,VAN,@,Frederik Andersen,L,26,24,57:48:00,,,,
1833,12/9/17,TOR,PIT,@,Frederik Andersen,W,36,33,60:00:00,,,,
1751,12/12/17,TOR,PHI,@,Frederik Andersen,L,38,35,58:34:00,,,,
1177,12/14/17,TOR,MIN,@,Frederik Andersen,L,26,24,56:04:00,,,,
855,12/15/17,TOR,DET,@,Curtis McElhinney,L,29,26,57:53:00,,,,
283,12/20/17,TOR,CBJ,@,Curtis McElhinney,L,37,33,57:20:00,,,,
1603,12/23/17,TOR,NYR,@,Frederik Andersen,W,32,30,60:00:00,,,,
35,12/28/17,TOR,ARI,@,Frederik Andersen,W,34,30,60:00:00,,,,
201,12/29/17,TOR,COL,@,Calvin Pickard,O,28,24,62:35:00,,,,
2251,12/31/17,TOR,VEG,@,Frederik Andersen,L,30,25,59:07:00,,,,
1769,1/18/18,TOR,PHI,@,Frederik Andersen,O,37,34,60:10:00,,,,
1687,1/20/18,TOR,OTT,@,Frederik Andersen,W,18,15,60:00:00,,,,
705,1/24/18,TOR,CHI,@,Frederik Andersen,W,36,34,60:06:00,,,,
787,1/25/18,TOR,DAL,@,Curtis McElhinney,W,40,39,60:00:00,,,,
1615,2/1/18,TOR,NYR,@,Curtis McElhinney,W,25,25,60:00:00,,,,
383,2/3/18,TOR,BOS,@,Frederik Andersen,L,29,26,58:36:00,,,,
1865,2/17/18,TOR,PIT,@,Frederik Andersen,L,39,34,57:38:00,,,,
881,2/18/18,TOR,DET,@,Curtis McElhinney,W,29,27,60:00:00,,,,
2105,2/26/18,TOR,TBL,@,Frederik Andersen,O,42,39,65:00:00,,,,
1039,2/27/18,TOR,FLA,@,Curtis McElhinney,O,31,28,63:38:00,,,,
2363,3/3/18,TOR,WSH,@,Frederik Andersen,L,25,20,31:10:00,,,,
473,3/5/18,TOR,BUF,@,Frederik Andersen,L,24,19,57:32:00,,,,
479,3/15/18,TOR,BUF,@,Curtis McElhinney,W,40,38,59:40:00,,,,
2123,3/20/18,TOR,TBL,@,Frederik Andersen,L,25,21,57:36:00,,,,
1385,3/22/18,TOR,NSH,@,Frederik Andersen,W,25,23,60:00:00,,,,
1553,3/30/18,TOR,NYI,@,Frederik Andersen,W,33,29,59:56:00,,,,
1475,4/5/18,TOR,NJD,@,Frederik Andersen,L,39,37,57:23:00,,,,
2132,10/7/17,VAN,EDM,h,Jacob Markstrom,W,35,33,59:34:00,,,,
2134,10/10/17,VAN,OTT,h,Jacob Markstrom,O,42,40,64:26:00,,,,
2136,10/12/17,VAN,WPG,h,Jacob Markstrom,L,19,16,58:50:00,,,,
2138,10/14/17,VAN,CGY,h,Jacob Markstrom,L,27,22,60:00:00,,,,
1645,10/17/17,VAN,OTT,@,Anders Nilsson,W,32,32,60:00:00,,,,
333,10/19/17,VAN,BOS,@,Jacob Markstrom,,18,16,49:01:00,,,,
415,10/20/17,VAN,BUF,@,Jacob Markstrom,W,22,20,60:00:00,,,,
827,10/22/17,VAN,DET,@,Jacob Markstrom,W,21,20,59:50:00,,,,
1151,10/24/17,VAN,MIN,@,Anders Nilsson,W,29,29,60:00:00,,,,
2140,10/26/17,VAN,WSH,h,Anders Nilsson,W,27,25,60:00:00,,,,
2142,10/30/17,VAN,DAL,h,Jacob Markstrom,O,29,27,62:28:00,,,,
2144,11/1/17,VAN,NJD,h,Jacob Markstrom,L,25,24,59:02:00,,,,
2146,11/4/17,VAN,PIT,h,Jacob Markstrom,W,39,37,60:00:00,,,,
2148,11/6/17,VAN,DET,h,Jacob Markstrom,L,29,26,59:19:00,,,,
509,11/7/17,VAN,CGY,@,Jacob Markstrom,W,32,29,60:00:00,,,,
101,11/9/17,VAN,ANA,@,Jacob Markstrom,L,35,31,60:00:00,,,,
1905,11/11/17,VAN,SJS,@,Jacob Markstrom,L,29,26,59:07:00,,,,
1085,11/14/17,VAN,LAK,@,Anders Nilsson,W,32,30,59:56:00,,,,
2150,11/16/17,VAN,VEG,h,Jacob Markstrom,L,29,25,59:32:00,,,,
2152,11/18/17,VAN,STL,h,Anders Nilsson,O,31,27,62:39:00,,,,
1743,11/21/17,VAN,PHI,@,Jacob Markstrom,W,38,36,59:41:00,,,,
1821,11/22/17,VAN,PIT,@,Anders Nilsson,W,45,43,60:00:00,,,,
1415,11/24/17,VAN,NJD,@,Jacob Markstrom,L,26,23,58:24:00,,,,
1589,11/26/17,VAN,NYR,@,Jacob Markstrom,O,20,17,65:00:00,,,,
1495,11/28/17,VAN,NYI,@,Anders Nilsson,L,36,31,60:00:00,,,,
1335,11/30/17,VAN,NSH,@,Anders Nilsson,W,32,29,60:00:00,,,,
2154,12/2/17,VAN,TOR,h,Jacob Markstrom,W,36,35,59:37:00,,,,
2156,12/5/17,VAN,CAR,h,Jacob Markstrom,W,30,30,60:00:00,,,,
2158,12/7/17,VAN,PHI,h,Jacob Markstrom,L,25,22,59:00:00,,,,
523,12/9/17,VAN,CGY,@,Anders Nilsson,L,34,31,59:33:00,,,,
2405,12/11/17,VAN,WPG,@,Jacob Markstrom,L,24,19,60:00:00,,,,
2160,12/13/17,VAN,NSH,h,Anders Nilsson,L,48,41,60:00:00,,,,
2162,12/15/17,VAN,SJS,h,Jacob Markstrom,W,37,34,64:34:00,,,,
2164,12/17/17,VAN,CGY,h,Jacob Markstrom,L,19,14,40:00:00,,,,
2166,12/19/17,VAN,MTL,h,Anders Nilsson,L,31,25,58:09:00,,,,
1921,12/21/17,VAN,SJS,@,Jacob Markstrom,O,32,27,61:48:00,,,,
2168,12/23/17,VAN,STL,h,Jacob Markstrom,L,33,31,58:42:00,,,,
2170,12/28/17,VAN,CHI,h,Jacob Markstrom,W,32,30,59:32:00,,,,
2172,12/30/17,VAN,LAK,h,Jacob Markstrom,L,36,32,58:41:00,,,,
2174,1/2/18,VAN,ANA,h,Anders Nilsson,L,19,15,40:20:00,,,,
1273,1/7/18,VAN,MTL,@,Anders Nilsson,L,44,40,59:36:00,,,,
2341,1/9/18,VAN,WSH,@,Jacob Markstrom,L,36,33,57:08:00,,,,
291,1/12/18,VAN,CBJ,@,Jacob Markstrom,W,29,27,59:42:00,,,,
1193,1/14/18,VAN,MIN,@,Jacob Markstrom,W,23,21,62:50:00,,,,
947,1/20/18,VAN,EDM,@,Jacob Markstrom,L,34,30,59:44:00,,,,
2419,1/21/18,VAN,WPG,@,Anders Nilsson,L,36,35,58:30:00,,,,
2176,1/23/18,VAN,LAK,h,Jacob Markstrom,W,32,30,60:00:00,,,,
2178,1/25/18,VAN,BUF,h,Jacob Markstrom,L,25,22,58:35:00,,,,
2180,1/30/18,VAN,COL,h,Jacob Markstrom,W,30,27,61:07:00,,,,
2182,2/1/18,VAN,CHI,h,Jacob Markstrom,W,28,26,60:00:00,,,,
2184,2/3/18,VAN,TBL,h,Jacob Markstrom,L,28,24,59:40:00,,,,
1031,2/6/18,VAN,FLA,@,Jacob Markstrom,L,39,37,58:48:00,,,,
2097,2/8/18,VAN,TBL,@,Anders Nilsson,L,36,31,59:56:00,,,,
627,2/9/18,VAN,CAR,@,Jacob Markstrom,L,33,29,60:00:00,,,,
797,2/11/18,VAN,DAL,@,Jacob Markstrom,W,30,30,59:52:00,,,,
2186,2/14/18,VAN,FLA,h,Anders Nilsson,,20,20,39:27:00,,,,
1941,2/15/18,VAN,SJS,@,Anders Nilsson,L,30,26,60:00:00,,,,
2188,2/17/18,VAN,BOS,h,Anders Nilsson,W,45,44,60:00:00,,,,
2190,2/20/18,VAN,COL,h,Anders Nilsson,O,34,29,63:36:00,,,,
2275,2/23/18,VAN,VEG,@,Anders Nilsson,L,25,20,40:00:00,,,,
63,2/25/18,VAN,ARI,@,Jacob Markstrom,W,42,41,60:00:00,,,,
223,2/26/18,VAN,COL,@,Jacob Markstrom,L,27,25,58:19:00,,,,
2192,2/28/18,VAN,NYR,h,Anders Nilsson,O,22,19,48:03:00,,,,
2194,3/2/18,VAN,NSH,h,Jacob Markstrom,O,43,39,60:43:00,,,,
2196,3/5/18,VAN,NYI,h,Jacob Markstrom,W,34,31,62:43:00,,,,
2198,3/7/18,VAN,ARI,h,Jacob Markstrom,L,34,32,58:43:00,,,,
2200,3/9/18,VAN,MIN,h,Anders Nilsson,L,35,31,58:51:00,,,,
69,3/11/18,VAN,ARI,@,Jacob Markstrom,L,24,23,58:24:00,,,,
1133,3/12/18,VAN,LAK,@,Anders Nilsson,L,33,30,59:37:00,,,,
151,3/14/18,VAN,ANA,@,Jacob Markstrom,L,37,34,58:52:00,,,,
2202,3/17/18,VAN,SJS,h,Jacob Markstrom,L,29,25,58:45:00,,,,
2287,3/20/18,VAN,VEG,@,Jacob Markstrom,L,28,24,60:00:00,,,,
731,3/22/18,VAN,CHI,@,Jacob Markstrom,W,41,39,60:00:00,,,,
2043,3/23/18,VAN,STL,@,Anders Nilsson,L,25,21,59:50:00,,,,
815,3/25/18,VAN,DAL,@,Jacob Markstrom,W,31,30,60:00:00,,,,
2204,3/27/18,VAN,ANA,h,Jacob Markstrom,W,24,23,59:39:00,,,,
2206,3/29/18,VAN,EDM,h,Jacob Markstrom,W,36,35,59:49:00,,,,
2208,3/31/18,VAN,CBJ,h,Thatcher Demko,W,30,26,61:21:00,,,,
2210,4/3/18,VAN,VEG,h,Jacob Markstrom,O,39,35,65:00:00,,,,
2212,4/5/18,VAN,ARI,h,Jacob Markstrom,W,19,16,62:33:00,,,,
983,4/7/18,VAN,EDM,@,Anders Nilsson,O,33,31,64:58:00,,,,
739,10/6/17,VEG,DAL,@,Marc-Andre Fleury,W,46,45,59:29:00,,,,
1,10/7/17,VEG,ARI,@,Marc-Andre Fleury,W,28,27,62:40:00,,,,
2214,10/10/17,VEG,ARI,h,Marc-Andre Fleury,W,33,31,60:00:00,,,,
2216,10/13/17,VEG,DET,h,Marc-Andre Fleury,L,27,21,59:44:00,,,,
2218,10/15/17,VEG,BOS,h,Malcolm Subban,W,22,21,60:00:00,,,,
2220,10/17/17,VEG,BUF,h,Malcolm Subban,W,34,30,63:52:00,,,,
2222,10/21/17,VEG,STL,h,Malcolm Subban,,38,37,50:50:00,,,,
2224,10/24/17,VEG,CHI,h,Oscar Dansk,W,31,29,60:00:00,,,,
2226,10/27/17,VEG,COL,h,Oscar Dansk,W,32,32,60:00:00,,,,
1485,10/30/17,VEG,NYI,@,Oscar Dansk,,19,17,34:50:00,,,,
1577,10/31/17,VEG,NYR,@,Maxime Lagace,L,37,32,59:28:00,,,,
341,11/2/17,VEG,BOS,@,Maxime Lagace,L,28,26,59:17:00,,,,
1659,11/4/17,VEG,OTT,@,Maxime Lagace,W,28,24,59:24:00,,,,
1241,11/7/17,VEG,MTL,@,Maxime Lagace,L,28,25,57:39:00,,,,
2228,11/10/17,VEG,WPG,h,Maxime Lagace,W,29,27,60:00:00,,,,
921,11/14/17,VEG,EDM,@,Maxime Lagace,L,29,22,50:27:00,,,,
2151,11/16/17,VEG,VAN,@,Maxime Lagace,W,21,19,60:00:00,,,,
2230,11/19/17,VEG,LAK,h,Maxime Lagace,W,29,27,60:00:00,,,,
109,11/22/17,VEG,ANA,@,Maxime Lagace,W,19,17,60:00:00,,,,
2232,11/24/17,VEG,SJS,h,Maxime Lagace,,23,19,40:00:00,,,,
21,11/25/17,VEG,ARI,@,Malcolm Subban,W,26,24,60:00:00,,,,
2234,11/28/17,VEG,DAL,h,Malcolm Subban,L,30,27,60:00:00,,,,
1171,11/30/17,VEG,MIN,@,Malcolm Subban,L,31,28,58:39:00,,,,
2401,12/1/17,VEG,WPG,@,Maxime Lagace,L,37,31,59:41:00,,,,
2236,12/3/17,VEG,ARI,h,Malcolm Subban,W,33,31,63:51:00,,,,
2238,12/5/17,VEG,ANA,h,Malcolm Subban,W,29,26,64:51:00,,,,
1341,12/8/17,VEG,NSH,@,Malcolm Subban,W,44,41,64:02:00,,,,
765,12/9/17,VEG,DAL,@,Maxime Lagace,W,39,36,60:00:00,,,,
2240,12/12/17,VEG,CAR,h,Marc-Andre Fleury,O,37,35,65:00:00,,,,
2242,12/14/17,VEG,PIT,h,Marc-Andre Fleury,W,25,24,60:00:00,,,,
2244,12/17/17,VEG,FLA,h,Malcolm Subban,W,18,16,60:00:00,,,,
2246,12/19/17,VEG,TBL,h,Marc-Andre Fleury,W,38,35,60:00:00,,,,
2248,12/23/17,VEG,WSH,h,Marc-Andre Fleury,W,26,26,60:00:00,,,,
119,12/27/17,VEG,ANA,@,Malcolm Subban,W,28,27,60:00:00,,,,
1103,12/28/17,VEG,LAK,@,Marc-Andre Fleury,W,28,26,63:30:00,,,,
2250,12/31/17,VEG,TOR,h,Malcolm Subban,W,23,20,59:54:00,,,,
2252,1/2/18,VEG,NSH,h,Marc-Andre Fleury,W,29,29,59:52:00,,,,
2013,1/4/18,VEG,STL,@,Marc-Andre Fleury,L,39,37,58:01:00,,,,
691,1/5/18,VEG,CHI,@,Malcolm Subban,W,32,28,59:57:00,,,,
2254,1/7/18,VEG,NYR,h,Marc-Andre Fleury,W,29,28,59:51:00,,,,
2256,1/13/18,VEG,EDM,h,Marc-Andre Fleury,O,30,27,60:53:00,,,,
1351,1/16/18,VEG,NSH,@,Marc-Andre Fleury,L,27,26,57:58:00,,,,
2095,1/18/18,VEG,TBL,@,Marc-Andre Fleury,W,29,28,60:00:00,,,,
